id;destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
3268;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Female;50plus;Single;0;Bachelors degree;Installation Maintenance & Repair;$25000 - $37499;never;4~8;4~8;gt8;less1;1;1;0;0;1;0
3269;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Female;36;Unmarried partner;1;Some college - no degree;Computer & Mathematical;$12500 - $24999;never;1~3;less1;1~3;4~8;1;1;0;1;0;1
3270;Work;Alone;Snowy;30;7AM;Coffee House;1d;Male;21;Single;0;Some college - no degree;Student;$12500 - $24999;never;never;1~3;1~3;less1;1;0;0;1;0;0
3271;Work;Alone;Snowy;30;7AM;Bar;1d;Male;31;Single;0;Some college - no degree;Transportation & Material Moving;$50000 - $62499;1~3;4~8;4~8;4~8;1~3;1;1;1;0;1;1
3272;No Urgent Place;Friend(s);Sunny;80;10AM;Restaurant(<20);1d;Female;50plus;Single;1;Bachelors degree;Office & Administrative Support;$37500 - $49999;less1;4~8;1~3;1~3;1~3;1;0;0;0;1;1
3273;Home;Alone;Sunny;80;10PM;Restaurant(<20);2h;Male;21;Unmarried partner;0;Bachelors degree;Business & Financial;$75000 - $87499;1~3;less1;4~8;1~3;1~3;1;0;0;1;0;1
3274;Home;Alone;Sunny;55;6PM;Bar;1d;Male;21;Single;0;Some college - no degree;Student;$12500 - $24999;less1;less1;4~8;4~8;less1;1;0;0;1;0;1
3275;Home;Alone;Sunny;80;6PM;Carry out & Take away;2h;Female;21;Married partner;1;Bachelors degree;Unemployed;$37500 - $49999;never;less1;1~3;1~3;less1;1;1;0;1;0;1
3276;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Female;50plus;Single;1;Associates degree;Retired;Less than $12500;never;never;less1;never;never;1;1;0;0;1;1
3277;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Male;36;Married partner;1;Some college - no degree;Management;$75000 - $87499;1~3;1~3;1~3;4~8;less1;1;0;0;0;1;1
3278;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$87500 - $99999;less1;gt8;4~8;1~3;less1;1;1;0;0;1;0
3279;No Urgent Place;Partner;Sunny;80;10AM;Bar;2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;0;1;0
3280;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Male;below21;Single;0;Some college - no degree;Student;$50000 - $62499;never;1~3;4~8;4~8;less1;1;0;0;0;1;0
3281;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Female;21;Unmarried partner;0;Bachelors degree;Management;$12500 - $24999;1~3;gt8;gt8;1~3;less1;1;1;0;0;1;0
3282;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(<20);2h;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;never;never;4~8;gt8;4~8;1;1;0;0;1;1
3283;Work;Alone;Sunny;30;7AM;Bar;1d;Male;31;Married partner;1;Some college - no degree;Farming Fishing & Forestry;$37500 - $49999;less1;less1;less1;1~3;less1;1;1;0;1;0;0
3284;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Male;36;Married partner;1;Graduate degree (Masters or Doctorate);Life Physical Social Science;$100000 or More;less1;4~8;1~3;1~3;less1;1;1;0;0;1;0
3285;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;21;Single;0;Some college - no degree;Life Physical Social Science;Less than $12500;less1;1~3;4~8;gt8;less1;1;1;0;0;1;0
3286;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;31;Married partner;1;Bachelors degree;Sales & Related;$12500 - $24999;less1;1~3;1~3;1~3;less1;1;1;0;0;1;1
3287;No Urgent Place;Kid(s);Sunny;80;2PM;Restaurant(<20);1d;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$75000 - $87499;less1;gt8;4~8;gt8;less1;1;0;0;0;1;1
3288;No Urgent Place;Alone;Snowy;30;2PM;Bar;1d;Female;46;Divorced;1;Bachelors degree;Office & Administrative Support;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;0;0;0;1;0
3289;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(<20);1d;Male;50plus;Single;0;Bachelors degree;Computer & Mathematical;$75000 - $87499;1~3;never;1~3;4~8;1~3;1;1;0;0;1;1
3290;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Male;below21;Unmarried partner;0;Some college - no degree;Student;$12500 - $24999;less1;gt8;4~8;1~3;less1;1;0;0;1;0;1
3291;No Urgent Place;Friend(s);Snowy;30;2PM;Restaurant(<20);1d;Male;21;Single;0;Some college - no degree;Student;$100000 or More;less1;1~3;1~3;less1;less1;1;0;0;0;1;1
3292;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;1d;Female;31;Unmarried partner;0;Some High School;Computer & Mathematical;$12500 - $24999;1~3;1~3;4~8;1~3;less1;1;0;0;0;1;1
3293;No Urgent Place;Friend(s);Snowy;30;10AM;Carry out & Take away;1d;Female;21;Married partner;1;Some college - no degree;Student;$12500 - $24999;1~3;1~3;4~8;4~8;never;1;1;0;0;1;1
3294;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Male;41;Married partner;1;Some college - no degree;Computer & Mathematical;$50000 - $62499;1~3;less1;1~3;1~3;less1;1;1;0;0;1;1
3295;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Female;36;Divorced;1;Bachelors degree;Sales & Related;$12500 - $24999;never;less1;1~3;less1;never;1;1;0;0;1;0
3296;Home;Alone;Snowy;30;10PM;Coffee House;2h;Female;36;Married partner;1;Bachelors degree;Unemployed;$87500 - $99999;less1;less1;less1;less1;less1;1;1;0;0;1;0
3297;No Urgent Place;Kid(s);Rainy;55;10PM;Bar;1d;Male;41;Married partner;1;Associates degree;Farming Fishing & Forestry;$25000 - $37499;never;never;never;1~3;never;1;1;0;0;1;0
3298;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;31;Married partner;1;Some college - no degree;Computer & Mathematical;$37500 - $49999;never;less1;4~8;less1;less1;1;1;0;0;1;1
3299;Home;Alone;Sunny;80;6PM;Restaurant(<20);1d;Female;31;Unmarried partner;1;Bachelors degree;Computer & Mathematical;$62500 - $74999;never;1~3;4~8;1~3;1~3;1;0;0;1;0;0
3300;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Female;26;Single;1;High School Graduate;Unemployed;Less than $12500;less1;less1;4~8;1~3;never;1;0;0;1;0;1
3301;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;31;Married partner;1;Bachelors degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;never;1~3;never;never;1;0;0;0;1;0
3302;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;2h;Male;26;Single;0;High School Graduate;Sales & Related;$12500 - $24999;never;never;4~8;1~3;never;1;0;0;0;1;1
3303;No Urgent Place;Partner;Sunny;30;10AM;Bar;1d;Female;46;Married partner;0;Bachelors degree;Construction & Extraction;$12500 - $24999;1~3;4~8;4~8;1~3;less1;1;1;0;0;1;1
3304;No Urgent Place;Friend(s);Sunny;55;10AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Management;$25000 - $37499;4~8;never;4~8;gt8;1~3;1;1;0;0;1;1
3305;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Female;26;Single;0;Bachelors degree;Computer & Mathematical;$25000 - $37499;less1;less1;4~8;1~3;never;1;0;0;0;1;1
3306;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;41;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$50000 - $62499;less1;4~8;4~8;1~3;less1;1;1;0;0;1;0
3307;Home;Alone;Snowy;30;10PM;Restaurant(<20);2h;Male;41;Married partner;0;Some college - no degree;Production Occupations;$25000 - $37499;less1;never;gt8;1~3;1~3;1;1;1;0;1;0
3308;Work;Alone;Sunny;55;7AM;Bar;1d;Male;26;Unmarried partner;0;Some college - no degree;Unemployed;$12500 - $24999;never;less1;1~3;4~8;less1;1;1;1;0;1;0
3309;No Urgent Place;Kid(s);Sunny;30;10PM;Restaurant(20-50);2h;Female;36;Married partner;1;Bachelors degree;Unemployed;$87500 - $99999;less1;less1;less1;less1;less1;1;0;0;0;1;0
3310;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Community & Social Services;$37500 - $49999;never;never;less1;less1;never;1;1;1;0;1;1
3311;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Male;26;Married partner;1;Bachelors degree;Sales & Related;$25000 - $37499;less1;never;1~3;less1;less1;1;1;0;0;1;1
3312;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Female;21;Single;0;Some college - no degree;Student;$50000 - $62499;never;never;never;gt8;less1;1;1;0;0;1;1
3313;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;2h;Female;41;Married partner;1;Associates degree;Unemployed;$75000 - $87499;never;less1;4~8;1~3;less1;1;1;0;0;1;1
3314;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;46;Single;0;Some college - no degree;Sales & Related;Less than $12500;1~3;1~3;4~8;4~8;4~8;1;0;0;0;1;1
3315;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Female;below21;Single;0;High School Graduate;Unemployed;Less than $12500;never;never;4~8;4~8;never;1;0;0;0;1;0
3316;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;0;1;1
3317;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Male;50plus;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$87500 - $99999;never;4~8;1~3;4~8;less1;1;1;1;0;1;0
3318;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;1;1;0;1;0
3319;Home;Alone;Sunny;55;6PM;Bar;1d;Female;31;Married partner;1;Some college - no degree;Sales & Related;$12500 - $24999;1~3;;4~8;4~8;;1;0;0;1;0;1
3320;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Unemployed;Less than $12500;never;gt8;1~3;less1;less1;1;1;1;0;1;1
3321;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Male;36;Single;0;Some college - no degree;Office & Administrative Support;$25000 - $37499;less1;never;less1;less1;less1;1;1;0;0;1;1
3322;No Urgent Place;Friend(s);Sunny;80;2PM;Restaurant(20-50);2h;Female;31;Unmarried partner;1;Graduate degree (Masters or Doctorate);Life Physical Social Science;$50000 - $62499;never;never;less1;less1;never;1;1;0;0;1;1
3323;Home;Alone;Sunny;80;6PM;Coffee House;1d;Male;below21;Single;0;Some college - no degree;Student;Less than $12500;never;less1;gt8;1~3;never;1;0;0;0;1;1
3324;Home;Alone;Rainy;55;10PM;Coffee House;2h;Female;31;Single;0;Graduate degree (Masters or Doctorate);Legal;$75000 - $87499;gt8;4~8;4~8;4~8;4~8;1;0;0;1;0;0
3325;Home;Alone;Snowy;30;10PM;Carry out & Take away;1d;Female;36;Single;0;High School Graduate;Food Preparation & Serving Related;$12500 - $24999;less1;less1;1~3;less1;less1;1;1;1;0;1;1
3326;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Male;41;Married partner;0;Bachelors degree;Unemployed;$87500 - $99999;;;;;;1;0;0;0;1;1
3327;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Male;46;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;less1;1~3;1~3;less1;1~3;1;1;0;0;1;1
3328;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;50plus;Married partner;1;Bachelors degree;Retired;$50000 - $62499;never;less1;4~8;1~3;less1;1;0;0;0;1;0
3329;Home;Partner;Sunny;30;6PM;Restaurant(<20);1d;Female;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;1~3;1~3;4~8;1~3;less1;1;1;1;0;1;1
3330;No Urgent Place;Alone;Rainy;55;10AM;Coffee House;1d;Male;26;Married partner;1;Bachelors degree;Management;$12500 - $24999;1~3;4~8;1~3;1~3;;1;1;0;0;1;1
3331;Home;Alone;Snowy;30;10PM;Restaurant(20-50);2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Business & Financial;$37500 - $49999;less1;gt8;1~3;1~3;1~3;1;0;0;0;1;0
3332;No Urgent Place;Alone;Rainy;55;10AM;Bar;1d;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;1;0;0;1;0
3333;Home;Alone;Sunny;80;10PM;Restaurant(20-50);1d;Female;below21;Unmarried partner;0;Some college - no degree;Student;$100000 or More;less1;1~3;less1;1~3;less1;1;1;0;0;1;0
3334;No Urgent Place;Alone;Sunny;55;6PM;Coffee House;2h;Male;21;Single;0;Associates degree;Computer & Mathematical;$37500 - $49999;never;less1;1~3;less1;less1;1;0;0;0;1;1
3335;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Female;26;Married partner;0;Bachelors degree;Unemployed;$87500 - $99999;1~3;less1;;less1;less1;1;1;0;1;0;1
3336;No Urgent Place;Partner;Sunny;30;10AM;Restaurant(20-50);1d;Male;26;Single;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;1~3;4~8;1~3;1;0;0;0;1;1
3337;Work;Alone;Snowy;30;7AM;Bar;1d;Male;21;Single;0;Bachelors degree;Legal;$87500 - $99999;1~3;less1;less1;less1;less1;1;1;1;0;1;1
3338;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;50plus;Unmarried partner;0;Bachelors degree;Retired;$100000 or More;never;never;1~3;gt8;never;1;1;0;0;1;0
3339;No Urgent Place;Partner;Sunny;80;2PM;Restaurant(20-50);1d;Female;21;Married partner;0;High School Graduate;Office & Administrative Support;$12500 - $24999;never;never;4~8;1~3;less1;1;0;0;0;1;0
3340;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Male;26;Single;0;Some college - no degree;Transportation & Material Moving;$62500 - $74999;4~8;less1;gt8;4~8;less1;1;1;0;0;1;1
3341;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;2h;Male;26;Single;0;Bachelors degree;Computer & Mathematical;$50000 - $62499;never;1~3;1~3;less1;less1;1;0;0;0;1;0
3342;Work;Alone;Sunny;55;7AM;Coffee House;1d;Male;31;Married partner;1;Bachelors degree;Architecture & Engineering;$87500 - $99999;less1;less1;4~8;less1;less1;1;1;0;0;1;0
3343;No Urgent Place;Alone;Rainy;55;10AM;Bar;1d;Female;21;Unmarried partner;0;Bachelors degree;Unemployed;$37500 - $49999;never;4~8;1~3;1~3;less1;1;1;0;0;1;0
3344;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;21;Married partner;1;Some college - no degree;Student;$25000 - $37499;never;gt8;1~3;gt8;1~3;1;1;0;0;1;0
3345;Work;Alone;Snowy;30;7AM;Coffee House;1d;Female;41;Married partner;1;Some college - no degree;Education&Training&Library;$100000 or More;never;gt8;gt8;gt8;4~8;1;0;0;1;0;0
3346;Work;Alone;Sunny;80;7AM;Carry out & Take away;2h;Female;21;Unmarried partner;0;Graduate degree (Masters or Doctorate);Student;$25000 - $37499;less1;4~8;1~3;;less1;1;0;0;1;0;0
3347;Work;Alone;Snowy;30;7AM;Carry out & Take away;1d;Female;31;Married partner;1;Bachelors degree;Unemployed;$100000 or More;never;4~8;4~8;4~8;less1;1;1;0;1;0;1
3348;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Male;21;Unmarried partner;0;Bachelors degree;Student;Less than $12500;1~3;less1;4~8;1~3;less1;1;0;0;1;0;1
3349;No Urgent Place;Alone;Rainy;55;10AM;Bar;1d;Female;21;Unmarried partner;0;Some college - no degree;Student;Less than $12500;1~3;1~3;4~8;1~3;less1;1;1;0;0;1;0
3350;No Urgent Place;Partner;Sunny;80;10AM;Bar;2h;Male;50plus;Married partner;1;Some college - no degree;Computer & Mathematical;$50000 - $62499;never;gt8;never;4~8;less1;1;0;0;0;1;0
3351;Home;Partner;Sunny;55;10PM;Bar;1d;Female;below21;Unmarried partner;0;Some college - no degree;Student;$100000 or More;less1;1~3;less1;1~3;less1;1;1;1;0;1;1
3352;Home;Alone;Snowy;30;6PM;Coffee House;1d;Male;36;Unmarried partner;1;Some college - no degree;Building & Grounds Cleaning & Maintenance;$25000 - $37499;1~3;less1;1~3;1~3;less1;1;1;0;0;1;1
3353;No Urgent Place;Friend(s);Sunny;80;10AM;Restaurant(<20);1d;Male;21;Single;0;Bachelors degree;Unemployed;$50000 - $62499;less1;1~3;1~3;less1;less1;1;0;0;0;1;1
3354;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;26;Married partner;0;Bachelors degree;Computer & Mathematical;$75000 - $87499;1~3;never;1~3;1~3;less1;1;1;1;0;1;0
3355;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;21;Unmarried partner;0;Some college - no degree;Student;$12500 - $24999;4~8;1~3;4~8;4~8;1~3;1;1;0;0;1;1
3356;No Urgent Place;Partner;Sunny;80;10AM;Restaurant(20-50);1d;Female;26;Married partner;0;High School Graduate;Arts Design Entertainment Sports & Media;$75000 - $87499;gt8;never;1~3;less1;less1;1;0;0;0;1;1
3357;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;21;Unmarried partner;1;Some college - no degree;Unemployed;$37500 - $49999;never;never;;4~8;1~3;1;1;0;0;1;1
3358;No Urgent Place;Partner;Sunny;80;6PM;Bar;2h;Female;26;Unmarried partner;0;Associates degree;Office & Administrative Support;$12500 - $24999;less1;1~3;1~3;1~3;1~3;1;1;0;0;1;0
3359;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Female;46;Married partner;0;Bachelors degree;Construction & Extraction;$12500 - $24999;1~3;4~8;4~8;1~3;less1;1;0;0;0;1;1
3360;Work;Alone;Snowy;30;7AM;Restaurant(<20);1d;Female;36;Single;0;High School Graduate;Food Preparation & Serving Related;$12500 - $24999;less1;less1;1~3;less1;less1;1;1;0;0;1;0
3361;Home;Alone;Sunny;80;10PM;Restaurant(<20);2h;Male;36;Single;0;Some college - no degree;Computer & Mathematical;$37500 - $49999;less1;1~3;4~8;1~3;less1;1;0;0;1;0;0
3362;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Female;31;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$12500 - $24999;never;1~3;less1;1~3;1~3;1;1;0;0;1;0
3363;Home;Alone;Sunny;55;6PM;Bar;1d;Male;41;Married partner;1;Some college - no degree;Arts Design Entertainment Sports & Media;$25000 - $37499;never;1~3;gt8;4~8;less1;1;0;0;1;0;0
3364;No Urgent Place;Friend(s);Rainy;55;10PM;Restaurant(20-50);2h;Male;21;Single;1;Some college - no degree;Student;$62500 - $74999;never;never;4~8;1~3;1~3;1;1;0;0;1;1
3365;Work;Alone;Sunny;80;7AM;Coffee House;2h;Male;41;Divorced;1;Bachelors degree;Sales & Related;$62500 - $74999;never;never;4~8;1~3;never;1;1;0;1;0;0
3366;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;50plus;Unmarried partner;0;Bachelors degree;Retired;$100000 or More;never;never;1~3;gt8;never;1;1;0;0;1;1
3367;Home;Alone;Sunny;55;6PM;Restaurant(20-50);1d;Female;50plus;Unmarried partner;1;Some college - no degree;Retired;$37500 - $49999;never;1~3;less1;1~3;1~3;1;1;0;0;1;0
3368;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Male;21;Single;0;Some college - no degree;Student;Less than $12500;4~8;1~3;4~8;1~3;less1;1;0;0;1;0;1
3369;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Education&Training&Library;$87500 - $99999;1~3;1~3;less1;1~3;less1;1;1;1;0;1;0
3370;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Unemployed;$12500 - $24999;never;4~8;1~3;1~3;never;1;0;0;0;1;1
3371;No Urgent Place;Alone;Sunny;80;10AM;Bar;1d;Male;31;Married partner;1;Bachelors degree;Management;$50000 - $62499;never;never;never;less1;;1;0;0;0;1;0
3372;Work;Alone;Sunny;30;7AM;Bar;1d;Male;31;Single;0;Bachelors degree;Education&Training&Library;$50000 - $62499;never;never;1~3;1~3;1~3;1;1;0;1;0;0
3373;Home;Alone;Sunny;30;6PM;Restaurant(20-50);1d;Male;26;Single;0;Bachelors degree;Community & Social Services;$25000 - $37499;4~8;4~8;1~3;4~8;1~3;1;0;0;1;0;1
3374;Work;Alone;Sunny;55;7AM;Restaurant(<20);1d;Male;46;Single;0;Bachelors degree;Management;$100000 or More;never;less1;4~8;1~3;never;1;0;0;0;1;1
3375;Work;Alone;Rainy;55;7AM;Carry out & Take away;1d;Male;26;Single;0;Some college - no degree;Unemployed;$100000 or More;1~3;never;4~8;1~3;less1;1;0;0;0;1;0
3376;No Urgent Place;Friend(s);Sunny;55;10PM;Bar;2h;Female;50plus;Married partner;1;Bachelors degree;Unemployed;$37500 - $49999;never;less1;1~3;1~3;1~3;1;1;0;0;1;0
3377;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Female;46;Married partner;0;Bachelors degree;Construction & Extraction;$12500 - $24999;1~3;4~8;4~8;1~3;less1;1;1;0;1;0;1
3378;Work;Alone;Sunny;30;7AM;Bar;1d;Female;31;Married partner;1;Bachelors degree;Unemployed;$100000 or More;never;4~8;4~8;4~8;less1;1;1;0;1;0;1
3379;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;2h;Female;26;Unmarried partner;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$62500 - $74999;1~3;less1;1~3;4~8;1~3;1;1;0;0;1;0
3380;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;21;Unmarried partner;0;Some college - no degree;Protective Service;$25000 - $37499;gt8;4~8;gt8;4~8;less1;1;1;0;0;1;0
3381;No Urgent Place;Alone;Sunny;55;10PM;Restaurant(20-50);1d;Female;31;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;less1;gt8;4~8;1~3;1;0;0;0;1;1
3382;Home;Alone;Sunny;55;6PM;Bar;2h;Male;21;Single;0;Bachelors degree;Student;$37500 - $49999;less1;1~3;4~8;1~3;less1;1;1;0;1;0;0
3383;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;26;Single;1;Associates degree;Healthcare Practitioners & Technical;$25000 - $37499;never;1~3;4~8;1~3;less1;1;0;0;0;1;1
3384;Home;Alone;Sunny;55;6PM;Bar;1d;Female;21;Married partner;1;Some college - no degree;Unemployed;$25000 - $37499;never;less1;1~3;less1;less1;1;0;0;1;0;0
3385;Work;Alone;Snowy;30;7AM;Carry out & Take away;1d;Female;26;Unmarried partner;0;High School Graduate;Healthcare Support;$25000 - $37499;less1;less1;1~3;1~3;1~3;1;1;0;1;0;1
3386;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;less1;1;1;0;0;1;1
3387;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Male;31;Married partner;0;Bachelors degree;Architecture & Engineering;$75000 - $87499;less1;never;1~3;1~3;1~3;1;1;0;0;1;1
3388;No Urgent Place;Partner;Sunny;55;2PM;Bar;1d;Female;31;Married partner;0;Some college - no degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;less1;gt8;4~8;less1;1;0;0;0;1;0
3389;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Female;36;Divorced;1;Bachelors degree;Sales & Related;$12500 - $24999;never;less1;1~3;less1;never;1;1;0;0;1;1
3390;No Urgent Place;Friend(s);Sunny;30;10PM;Carry out & Take away;1d;Female;41;Single;1;Bachelors degree;Healthcare Support;$75000 - $87499;less1;less1;1~3;1~3;less1;1;1;0;0;1;1
